symbol;name;start;end;period;id
KHC;Kraft Heinz Co (The) (KHC) Prices and Trading Volume;2015-07-06;2018-03-27;daily;25712679
KIM;Kimco Realty Corp. (KIM) Prices and Trading Volume;1991-11-22;2018-03-27;daily;9775770
KIN;Kindred Biosciences Inc (KIN) Prices and Trading Volume;2013-12-12;2018-03-27;daily;11098066
KIRK;Kirkland's Inc (KIRK) Prices and Trading Volume;2002-07-30;2018-03-27;daily;11098087
KKD;Krispy Kreme Doughnuts Inc. (KKD) Prices and Trading Volume;2000-04-05;2016-07-27;daily;11098145
KLAC;KLA-Tencor Corp. (KLAC) Prices and Trading Volume;1990-03-26;2018-03-27;daily;9775771
KMB;Kimberly-Clark Corp. (KMB) Prices and Trading Volume;1984-12-17;2018-03-27;daily;9775772
KMI;Kinder Morgan Inc. (KMI) Prices and Trading Volume;2011-02-11;2018-03-27;daily;9775773
KMPR;Kemper Corp. (DE) (KMPR) Prices and Trading Volume;1991-09-18;2018-03-27;daily;11098011
KMT;Kennametal Inc. (KMT) Prices and Trading Volume;1987-11-05;2018-03-27;daily;11098019
KMX;CarMax Inc. (KMX) Prices and Trading Volume;1997-02-04;2018-03-27;daily;9775774
KND;Kindred Healthcare Inc (KND) Prices and Trading Volume;2001-05-01;2018-03-27;daily;11098067
KNL;Knoll Inc (KNL) Prices and Trading Volume;2004-12-14;2018-03-27;daily;11098108
KNX;Knight Transportation Inc. (KNX) Prices and Trading Volume;1994-10-25;2018-03-27;daily;11098106
KO;Coca-Cola Co (The) (KO) Prices and Trading Volume;1962-01-02;2018-03-27;daily;9775775
KODK;Eastman Kodak Co. (KODK) Prices and Trading Volume;2013-09-23;2018-03-27;daily;11095351
KOG;Kodiak Oil & Gas Corp (KOG) Prices and Trading Volume;2006-05-15;2014-12-05;daily;11098113
KOP;Koppers Holdings (KOP) Prices and Trading Volume;2006-02-01;2018-03-27;daily;11098134
KOPN;Kopin Corporation (KOPN) Prices and Trading Volume;1992-04-15;2018-03-27;daily;11098132
KORS;Michael Kors Holdings (KORS) Prices and Trading Volume;2011-12-15;2018-03-27;daily;9775776
KOS;Kosmos Energy (KOS) Prices and Trading Volume;2011-05-11;2018-03-27;daily;11098136
KPTI;Karyopharm Therapeutics Inc (KPTI) Prices and Trading Volume;2013-11-06;2018-03-27;daily;11097980
KR;Kroger Co. (KR) Prices and Trading Volume;1977-01-03;2018-03-27;daily;9775777
KRA;Kraton Performance Polymers (KRA) Prices and Trading Volume;2009-12-17;2018-03-27;daily;11098140
KRC;Kilroy Realty Corp. (KRC) Prices and Trading Volume;1997-01-30;2018-03-27;daily;11321197
KRFT;Kraft Foods Group, Inc. (KRFT) Prices and Trading Volume;2012-09-17;2015-07-02;daily;9775778
KRG;Kite Realty Group Trust (KRG) Prices and Trading Volume;2004-08-12;2018-03-27;daily;11321198
KRNY;Kearny Financial Corp (MD) (KRNY) Prices and Trading Volume;2005-02-24;2018-03-27;daily;11097998
KRO;Kronos Worldwide Inc (KRO) Prices and Trading Volume;2003-12-09;2018-03-27;daily;11098147
KSS;Kohl's Corp. (KSS) Prices and Trading Volume;1992-05-19;2018-03-27;daily;9775779
KSU;Kansas City Southern (KSU) Prices and Trading Volume;1987-11-05;2018-03-27;daily;9775780
KTOS;Kratos Defense & Security Solutions Inc. (KTOS) Prices and Trading Volume;1999-11-05;2018-03-27;daily;11098141
KTWO;K2M Group Holdings Inc (KTWO) Prices and Trading Volume;2014-05-08;2018-03-27;daily;13693383
KVHI;KVH Industries Inc. (KVHI) Prices and Trading Volume;1996-04-02;2018-03-27;daily;11098164
KW;Kennedy-Wilson Holdings Inc (KW) Prices and Trading Volume;2007-12-03;2018-03-27;daily;11098020
KWK;Quicksilver Resources Inc. (KWK) Prices and Trading Volume;1992-03-17;2015-01-07;daily;11116186
KWR;Quaker Chemical Corp. (KWR) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11116137
KYTH;Kythera Biopharmaceuticals, Inc. (KYTH) Prices and Trading Volume;2012-10-16;2015-10-01;daily;11098169
L;Loews Corp. (L) Prices and Trading Volume;1987-07-10;2018-03-27;daily;9775781
LABL;Multi-Color Corp. (LABL) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11100351
LAD;Lithia Motors Inc. (LAD) Prices and Trading Volume;1996-12-18;2018-03-27;daily;11098463
LADR;Ladder Capital Corp (LADR) Prices and Trading Volume;2014-02-06;2018-03-27;daily;11098193
LAMR;Lamar Advertising Co (New) (LAMR) Prices and Trading Volume;1996-08-02;2018-03-27;daily;11098211
LANC;Lancaster Colony Corp. (LANC) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11098215
LAYN;Layne Christensen Company (LAYN) Prices and Trading Volume;1992-08-20;2018-03-27;daily;11098263
LAZ;Lazard Ltd (LAZ) Prices and Trading Volume;2005-05-05;2018-03-27;daily;11251515
LB;L Brands Inc (LB) Prices and Trading Volume;1985-07-01;2018-03-27;daily;9775782
LBAI;LakeLand Bancorp Inc. (LBAI) Prices and Trading Volume;1999-01-04;2018-03-27;daily;11098207
LBMH;Liberator Medical Holdings Inc. (LBMH) Prices and Trading Volume;2007-09-04;2016-01-21;daily;11098350
LBY;Libbey Inc. (LBY) Prices and Trading Volume;1993-06-18;2018-03-27;daily;11098346
LCI;Lannett Co. Inc. (LCI) Prices and Trading Volume;1997-01-02;2018-03-27;daily;11098227
LCNB;LCNB Corp (LCNB) Prices and Trading Volume;1999-10-26;2018-03-27;daily;11098266
LCUT;Lifetime Brands Inc (LCUT) Prices and Trading Volume;1991-06-05;2018-03-27;daily;11098398
LDL;Lydall Inc. (LDL) Prices and Trading Volume;1990-01-12;2018-03-27;daily;11098597
LDOS;Leidos Holdings Inc (LDOS) Prices and Trading Volume;2006-10-17;2018-03-27;daily;11098307
LDR;Landauer Inc. (LDR) Prices and Trading Volume;1992-03-17;2017-10-18;daily;11098217
LDRH;LDR Holding Corp (LDRH) Prices and Trading Volume;2013-10-09;2016-07-12;daily;11098269
LE;Lands' End Inc. (LE) Prices and Trading Volume;2014-03-20;2018-03-27;daily;13693450
LEA;Lear Corp. (LEA) Prices and Trading Volume;2009-11-09;2018-03-27;daily;11098279
LEAF;Springleaf Holdings Inc. (LEAF) Prices and Trading Volume;2013-10-16;2015-11-25;daily;11123448
LECO;Lincoln Electric Holdings Inc. (LECO) Prices and Trading Volume;1995-06-13;2018-03-27;daily;11098430
LEE;Lee Enterprises Inc. (LEE) Prices and Trading Volume;1987-11-05;2018-03-27;daily;11098286
LEG;Leggett & Platt Inc. (LEG) Prices and Trading Volume;1987-11-05;2018-03-27;daily;9775783
LEN;Lennar Corp. (LEN) Prices and Trading Volume;1987-11-05;2018-03-27;daily;9775784
LF;LeapFrog Enterprises Inc. Cl A (LF) Prices and Trading Volume;2002-07-25;2016-04-04;daily;11098277
LFUS;Littelfuse Inc. (LFUS) Prices and Trading Volume;1992-09-23;2018-03-27;daily;11098469
LFVN;Lifevantage Corp (LFVN) Prices and Trading Volume;2004-10-05;2018-03-27;daily;11098399
LGF;Lions Gate Entertainment Corp. (LGF) Prices and Trading Volume;1998-11-17;2016-12-08;daily;11098449
LGIH;LGI Homes Inc. (LGIH) Prices and Trading Volume;2013-11-07;2018-03-27;daily;11098337
LGND;Ligand Pharmaceuticals Incorporated (LGND) Prices and Trading Volume;1992-11-18;2018-03-27;daily;11098402
LH;Laboratory Corp. of America Holdings (LH) Prices and Trading Volume;1990-03-29;2018-03-27;daily;9775785
LHCG;LHC Group (LHCG) Prices and Trading Volume;2005-06-09;2018-03-27;daily;11098340
LHO;LaSalle Hotel Properties (LHO) Prices and Trading Volume;1998-04-24;2018-03-27;daily;11251514
LIFE;Life Technologies (LIFE) Prices and Trading Volume;2015-05-07;2018-03-07;daily;9775786
LII;Lennox International Inc (LII) Prices and Trading Volume;1999-07-29;2018-03-27;daily;11098313
LINC;Lincoln Educational Services Corp (LINC) Prices and Trading Volume;2005-06-23;2018-03-27;daily;11098428
LION;Fidelity Southern Corp (LION) Prices and Trading Volume;1994-10-31;2018-03-27;daily;11096027
LIOX;Lionbridge Technologies Inc. (LIOX) Prices and Trading Volume;1999-08-20;2017-02-28;daily;11098447
LKFN;Lakeland Financial Corp. (LKFN) Prices and Trading Volume;1997-08-14;2018-03-27;daily;11098208
LKQ;LKQ Corporation (LKQ) Prices and Trading Volume;2003-10-06;2018-03-27;daily;11098488
LL;Lumber Liquidators Holdings (LL) Prices and Trading Volume;2007-11-09;2018-03-27;daily;11098577
LLEN;L&L Energy, Inc. (LLEN) Prices and Trading Volume;2009-01-05;2015-03-06;daily;11098174
LLL;L-3 Communications Holdings Inc. (LLL) Prices and Trading Volume;1998-05-19;2018-03-27;daily;9775787
LLTC;Linear Technology Corp. (LLTC) Prices and Trading Volume;1990-03-26;2017-03-10;daily;9775788
LLY;Lilly (Eli) & Co. (LLY) Prices and Trading Volume;1972-06-01;2018-03-27;daily;9775789
LM;Legg Mason Inc. (LM) Prices and Trading Volume;1987-11-05;2018-03-27;daily;9775790
LMCA;Liberty Media Corp (DE) (LMCA) Prices and Trading Volume;2013-01-10;2017-01-24;daily;11098367
LMIA;LMI Aerospace Inc. (LMIA) Prices and Trading Volume;1998-06-30;2017-06-26;daily;11098501
LMNR;Limoneira Co. (LMNR) Prices and Trading Volume;2003-10-07;2018-03-27;daily;11098423
LMNX;Luminex Corporation (LMNX) Prices and Trading Volume;2000-04-06;2018-03-27;daily;11098580
LMOS;Lumos Networks Corp. (LMOS) Prices and Trading Volume;2011-10-31;2017-11-16;daily;11098582
LMT;Lockheed Martin Corp. (LMT) Prices and Trading Volume;1977-01-03;2018-03-27;daily;9775791
LNC;Lincoln National Corp. (LNC) Prices and Trading Volume;1984-10-05;2018-03-27;daily;9775792
LNCE;Snyder's-Lance Inc. (LNCE) Prices and Trading Volume;1990-03-26;2018-03-23;daily;11119488
LNG;Cheniere Energy Inc. (LNG) Prices and Trading Volume;1994-04-04;2018-03-27;daily;11093847
LNN;Lindsay Corp (LNN) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11098434
LNT;Alliant Energy Corp. (LNT) Prices and Trading Volume;1988-01-05;2018-03-27;daily;10981098
LO;Lorillard, Inc (LO) Prices and Trading Volume;2008-06-10;2015-06-11;daily;9775793
LOGM;LogMeIn Inc. (LOGM) Prices and Trading Volume;2009-07-01;2018-03-27;daily;11098518
LOPE;Grand Canyon Education Inc. (LOPE) Prices and Trading Volume;2008-11-20;2018-03-27;daily;11096494
LORL;Loral Space and Communications Inc. (LORL) Prices and Trading Volume;2005-07-27;2018-03-27;daily;11098541
LOV;Spark Networks (LOV) Prices and Trading Volume;2006-02-14;2018-03-27;daily;11122108
LOW;Lowes Cos. (LOW) Prices and Trading Volume;1985-07-01;2018-03-27;daily;9775794
LPG;Dorian LPG Ltd. (LPG) Prices and Trading Volume;2014-05-08;2018-03-27;daily;13693178
LPI;Laredo Petroleum Holdings Inc (LPI) Prices and Trading Volume;2011-12-15;2018-03-27;daily;11098237
LPLA;LPL Financial Holdings Inc. (LPLA) Prices and Trading Volume;2010-11-18;2018-03-27;daily;11098557
LPNT;LifePoint Health Inc (LPNT) Prices and Trading Volume;1999-05-12;2018-03-27;daily;11098394
LPSN;LivePerson Inc. (LPSN) Prices and Trading Volume;2000-04-07;2018-03-27;daily;11098478
LPX;Louisiana-Pacific Corp. (LPX) Prices and Trading Volume;1982-01-04;2018-03-27;daily;11098551
LQ;La Quinta Holdings Inc (LQ) Prices and Trading Volume;2014-04-09;2018-03-27;daily;13693449
LQDT;Liquidity Services Inc. (LQDT) Prices and Trading Volume;2006-02-27;2018-03-27;daily;11098458
LRCX;Lam Research Corp (LRCX) Prices and Trading Volume;1990-03-26;2018-03-27;daily;9775795
LRN;K12 Inc. (LRN) Prices and Trading Volume;2007-12-13;2018-03-27;daily;11097938
LSCC;Lattice Semiconductor Corporation (LSCC) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11098255
LSI;LSI Corporation (LSI) Prices and Trading Volume;1995-06-21;2018-03-07;daily;9775796
LSTR;Landstar System Inc. (LSTR) Prices and Trading Volume;1993-03-05;2018-03-27;daily;11098226
LTC;LTC Properties Inc. (LTC) Prices and Trading Volume;1992-08-25;2018-03-27;daily;11251520
LTM;Life Time Fitness Inc (LTM) Prices and Trading Volume;2004-07-26;2018-03-27;daily;11098386
LTS;Ladenburg Thalmann Financial Services Inc. (LTS) Prices and Trading Volume;1999-08-25;2018-03-27;daily;11098194
LUV;Southwest Airlines Co (LUV) Prices and Trading Volume;1980-01-02;2018-03-27;daily;9775798
LVLT;Level 3 Communications Inc. (LVLT) Prices and Trading Volume;1998-03-31;2017-10-31;daily;11098323
LVS;Las Vegas Sands Corp (LVS) Prices and Trading Volume;2004-12-15;2018-03-27;daily;11098243
LWAY;Lifeway Foods Inc. (LWAY) Prices and Trading Volume;1995-08-18;2018-03-27;daily;11098400
LXP;Lexington Corporate Properties Trust (LXP) Prices and Trading Volume;1993-10-22;2018-03-27;daily;11251517
LXRX;Lexicon Pharmaceuticals Inc. (LXRX) Prices and Trading Volume;2000-04-07;2018-03-27;daily;11098332
LXU;LSB Industries Inc. (LXU) Prices and Trading Volume;1980-01-02;2018-03-27;daily;11098560
LYB;LyondellBasell Industries NV (LYB) Prices and Trading Volume;2010-04-28;2018-03-27;daily;9775799
LYTS;LSI Industries Inc. (LYTS) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11098561
LYV;Live Nation Entertainment (LYV) Prices and Trading Volume;2005-12-21;2018-03-27;daily;11098476
LZB;La-Z-Boy Inc. (LZB) Prices and Trading Volume;1988-01-05;2018-03-27;daily;11098183
M;Macys Inc. (M) Prices and Trading Volume;1992-02-05;2018-03-27;daily;9775800
MA;MasterCard  Cl A (MA) Prices and Trading Volume;2006-05-25;2018-03-27;daily;9775801
MAC;Macerich Co. (The) (MAC) Prices and Trading Volume;1994-03-10;2018-03-27;daily;9775802
MACK;Merrimack Pharmaceuticals Inc. (MACK) Prices and Trading Volume;2012-03-29;2018-03-27;daily;11099039
MAIN;Main Street Capital Corp (MAIN) Prices and Trading Volume;2007-10-09;2018-03-27;daily;11098671
MAN;ManpowerGroup (MAN) Prices and Trading Volume;1988-10-05;2018-03-27;daily;11098731
MANH;Manhattan Associates Inc. (MANH) Prices and Trading Volume;1998-04-23;2018-03-27;daily;11098716
MANT;ManTech International Corp (MANT) Prices and Trading Volume;2002-02-07;2018-03-27;daily;11098733
MAR;Marriott International Inc. (MAR) Prices and Trading Volume;1993-10-13;2018-03-27;daily;9775803
MAS;Masco Corp. (MAS) Prices and Trading Volume;1983-06-10;2018-03-27;daily;9775804
MASI;Masimo Corporation (MASI) Prices and Trading Volume;2007-08-08;2018-03-27;daily;11098790
MAT;Mattel Inc (MAT) Prices and Trading Volume;1982-01-04;2018-03-27;daily;9775805
MATW;Matthews International Corp (MATW) Prices and Trading Volume;1994-08-10;2018-03-27;daily;11098818
MATX;Matson Inc (MATX) Prices and Trading Volume;1973-05-03;2018-03-27;daily;11098816
MBFI;MB Financial Inc (MBFI) Prices and Trading Volume;1995-04-07;2018-03-27;daily;11098859
MBI;MBIA Inc. (MBI) Prices and Trading Volume;1987-07-02;2018-03-27;daily;11098863
MBII;Marrone Bio Innovations Inc (MBII) Prices and Trading Volume;2013-08-02;2018-03-27;daily;11098779
MBRG;Middleburg Financial Corp. (MBRG) Prices and Trading Volume;2001-01-03;2017-03-31;daily;11099137
MBUU;Malibu Boats Inc (MBUU) Prices and Trading Volume;2014-01-31;2018-03-27;daily;11098693
MBVT;Merchants Bancshares Inc. (Burlington VT) (MBVT) Prices and Trading Volume;1993-03-25;2017-05-12;daily;11099014
MBWM;Mercantile Bank Corp. (MBWM) Prices and Trading Volume;1999-07-20;2018-03-27;daily;11099008
MC;Moelis & Co (MC) Prices and Trading Volume;2014-04-16;2018-03-27;daily;13693476
MCBC;Macatawa Bank Corp. (MCBC) Prices and Trading Volume;1998-05-20;2018-03-27;daily;11098620
MCD;McDonald's Corp (MCD) Prices and Trading Volume;1970-01-02;2018-03-27;daily;9775806
MCF;Contango Oil & Gas Co. (MCF) Prices and Trading Volume;1994-04-04;2018-03-27;daily;11094502
MCGC;MCG Capital Corp (MCGC) Prices and Trading Volume;2001-11-30;2015-08-17;daily;11098875
MCHP;MicroChip Technology Inc. (MCHP) Prices and Trading Volume;1993-03-19;2018-03-27;daily;9775807
MCHX;Marchex Inc (MCHX) Prices and Trading Volume;2004-03-31;2018-03-27;daily;11098747
MCK;McKesson Corp. (MCK) Prices and Trading Volume;1994-11-15;2018-03-27;daily;9775808
MCO;Moody's Corp. (MCO) Prices and Trading Volume;1994-10-31;2018-03-27;daily;9775809
MCP;Molycorp (MCP) Prices and Trading Volume;2010-07-29;2015-06-24;daily;11099292
MCRI;Monarch Casino & Resort Inc. (MCRI) Prices and Trading Volume;1993-08-10;2018-03-27;daily;11099298
MCRL;Micrel Inc. (MCRL) Prices and Trading Volume;1994-12-09;2015-08-03;daily;11099112
MCRS;MICROS Systems, Inc. (MCRS) Prices and Trading Volume;1990-03-26;2014-09-08;daily;11099125
MCS;Marcus Corp. (MCS) Prices and Trading Volume;1990-03-29;2018-03-27;daily;11098750
MCY;Mercury General Corp. (MCY) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11099019
MD;Mednax (MD) Prices and Trading Volume;1995-09-20;2018-03-27;daily;11098968
MDAS;MedAssets Inc. (MDAS) Prices and Trading Volume;2007-12-13;2016-01-27;daily;11098904
MDC;M.D.C. Holdings Inc. (MDC) Prices and Trading Volume;1980-03-11;2018-03-27;daily;11098885
MDCA;MDC Partners Inc (MDCA) Prices and Trading Volume;1995-04-17;2018-03-27;daily;11098886
MDCI;Medical Action Industries Inc. (MDCI) Prices and Trading Volume;1986-07-22;2014-09-30;daily;11098930
MDCO;Medicines Company (MDCO) Prices and Trading Volume;2000-08-08;2018-03-27;daily;11098946
MDLZ;Mondelez International Inc (MDLZ) Prices and Trading Volume;2001-06-13;2018-03-27;daily;9775810
MDP;Meredith Corp (MDP) Prices and Trading Volume;1985-07-01;2018-03-27;daily;11099021
MDR;McDermott International Inc. (MDR) Prices and Trading Volume;1982-12-31;2018-03-27;daily;11098871
MDRX;Allscripts Healthcare Solutions Inc. (MDRX) Prices and Trading Volume;1999-07-26;2018-03-27;daily;10981479
MDSO;Medidata Solutions Inc. (MDSO) Prices and Trading Volume;2009-06-25;2018-03-27;daily;11098950
MDT;Medtronic PLC (MDT) Prices and Trading Volume;1981-12-31;2018-03-27;daily;9775811
MDU;MDU Resources Group Inc. (MDU) Prices and Trading Volume;1987-11-05;2018-03-27;daily;11098891
MDVN;Medivation Inc (MDVN) Prices and Trading Volume;1997-01-13;2016-09-28;daily;11098963
MDW;Midway Gold Corp. (MDW) Prices and Trading Volume;2007-10-19;2015-06-19;daily;11099148
MDXG;MiMedx Group Inc (MDXG) Prices and Trading Volume;2008-02-12;2018-03-27;daily;11099172
MED;Medifast Inc (MED) Prices and Trading Volume;1993-12-31;2018-03-27;daily;11098952
MEG;Media General Inc. Cl A (MEG) Prices and Trading Volume;1975-09-09;2017-01-17;daily;11098914
MEI;Methode Electronics Inc. (MEI) Prices and Trading Volume;1990-03-23;2018-03-27;daily;11099073
MEIP;MEI Pharma Inc. (MEIP) Prices and Trading Volume;2003-12-18;2018-03-27;daily;11098986
MENT;Mentor Graphics Corp (MENT) Prices and Trading Volume;1984-01-18;2017-03-30;daily;11099002
MET;MetLife Inc (MET) Prices and Trading Volume;2000-04-05;2018-03-27;daily;9775812
METR;Metro Bancorp Inc (PA) (METR) Prices and Trading Volume;1995-08-18;2016-02-12;daily;11099077
MFA;MFA Financial Inc. (MFA) Prices and Trading Volume;1998-04-13;2018-03-27;daily;11251530
MFLX;Multi-Fineline Electronix Inc. (MFLX) Prices and Trading Volume;2004-06-25;2016-07-27;daily;11100369
MFRM;Mattress Firm Holding Corp. (MFRM) Prices and Trading Volume;2011-11-18;2016-09-16;daily;11098819
MG;Mistras Group (MG) Prices and Trading Volume;2009-10-08;2018-03-27;daily;11099224
MGAM;Multimedia Games Holding Company Inc. (MGAM) Prices and Trading Volume;1995-02-01;2014-12-19;daily;11100513
MGEE;MGE Energy Inc (MGEE) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11099100
MGI;Moneygram International Inc. (MGI) Prices and Trading Volume;2004-08-12;2018-03-27;daily;11099386
MGLN;Magellan Health Services Inc. (MGLN) Prices and Trading Volume;2004-02-25;2018-03-27;daily;11098651
MGM;MGM Resorts International (MGM) Prices and Trading Volume;1990-01-12;2018-03-27;daily;11099104
MGNX;MacroGenics Inc (MGNX) Prices and Trading Volume;2013-10-10;2018-03-27;daily;11098635
MGRC;McGrath Rent Corp. (MGRC) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11098876
MHGC;Morgans Hotel Group Co. (MHGC) Prices and Trading Volume;2006-02-14;2016-11-30;daily;11099663
MHK;Mohawk Industries Inc. (MHK) Prices and Trading Volume;1992-04-01;2018-03-27;daily;9775814
MHLD;Maiden Holdings Ltd (MHLD) Prices and Trading Volume;2008-05-06;2018-03-27;daily;11098670
MHO;M/I Homes (MHO) Prices and Trading Volume;1993-11-03;2018-03-27;daily;11098611
MHR;Magnum Hunter Resources Corp (MHR) Prices and Trading Volume;2003-10-07;2015-11-10;daily;11098665
MIDD;Middleby Corp. (MIDD) Prices and Trading Volume;1992-03-17;2018-03-27;daily;11099139
MIG;Meadowbrook Insurance Group Inc. (MIG) Prices and Trading Volume;1995-11-21;2015-07-07;daily;11098895
MIL;MFC Industrial Ltd. (MIL) Prices and Trading Volume;1996-05-08;2016-02-12;daily;11099096
MILL;Miller Energy Resources (MILL) Prices and Trading Volume;1998-12-30;2015-07-30;daily;11099166
MIND;Mitcham Industries Inc. (MIND) Prices and Trading Volume;1994-12-28;2018-03-27;daily;11099228
MINI;Mobile Mini Inc. (MINI) Prices and Trading Volume;1994-02-17;2018-03-27;daily;11099268
MITK;Mitek Systems Inc. (MITK) Prices and Trading Volume;1995-05-26;2018-03-27;daily;11099230
MITT;AG Mortgage Investment Trust Inc (MITT) Prices and Trading Volume;2011-06-30;2018-03-27;daily;11251313
MKC;McCormick & Co. Inc. (MKC) Prices and Trading Volume;1990-03-26;2018-03-27;daily;9775816
MKL;Markel Corp. (MKL) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11098762
MKSI;MKS Instruments Inc. (MKSI) Prices and Trading Volume;1999-03-30;2018-03-27;daily;11099251
MKTO;Marketo Inc. (MKTO) Prices and Trading Volume;2013-05-17;2016-08-16;daily;11098768
MKTX;MarketAxess Holdings Inc. (MKTX) Prices and Trading Volume;2004-11-05;2018-03-27;daily;11098764
MLAB;Mesa Laboratories Inc. (MLAB) Prices and Trading Volume;1995-08-18;2018-03-27;daily;11099045
MLI;Mueller Industries Inc. (MLI) Prices and Trading Volume;1991-02-25;2018-03-27;daily;11100308
MLM;Martin Marietta Materials Inc. (MLM) Prices and Trading Volume;1994-02-17;2018-03-27;daily;11098784
MLNK;ModusLink Global Solutions Inc. (MLNK) Prices and Trading Volume;1994-01-31;2018-02-26;daily;11099283
MLR;Miller Industries Inc. (TN) (MLR) Prices and Trading Volume;1994-08-02;2018-03-27;daily;11099168
MM;Millennial Media (MM) Prices and Trading Volume;2012-03-29;2015-10-22;daily;11099162
MMC;Marsh & McLennan Cos. (MMC) Prices and Trading Volume;1987-12-30;2018-03-27;daily;9775817
MMI;Marcus & Millichap Inc (MMI) Prices and Trading Volume;2013-10-31;2018-03-27;daily;11098749
MMM;3M Co (MMM) Prices and Trading Volume;1970-01-02;2018-03-07;daily;9775818
MMS;MAXIMUS Inc. (MMS) Prices and Trading Volume;1997-06-13;2018-03-27;daily;11098841
MMSI;Merit Medical Systems Inc. (MMSI) Prices and Trading Volume;1992-02-26;2018-03-27;daily;11099032
MN;Manning & Napier Inc. (MN) Prices and Trading Volume;2011-11-18;2018-03-27;daily;11098729
MNI;McClatchy Co. Cl A (MNI) Prices and Trading Volume;1989-06-30;2018-03-27;daily;11098869
MNK;Mallinckrodt plc (MNK) Prices and Trading Volume;2013-06-17;2018-03-27;daily;11098695
MNKD;MannKind Corporation (MNKD) Prices and Trading Volume;2004-07-28;2018-03-27;daily;11098730
MNR;Monmouth Real Estate Investment Corp (MNR) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11251534
MNRO;Monro Muffler Brake Inc. (MNRO) Prices and Trading Volume;1991-07-30;2018-03-27;daily;11099469
MNST;Monster Beverage Corp (MNST) Prices and Trading Volume;1995-08-18;2018-03-27;daily;9775819
MNTA;Momenta Pharmaceuticals Inc. (MNTA) Prices and Trading Volume;2004-06-22;2018-03-27;daily;11099293
MNTX;Manitex International Inc. (MNTX) Prices and Trading Volume;2005-02-15;2018-03-27;daily;11098723
MO;Altria Group Inc (MO) Prices and Trading Volume;1970-01-02;2018-03-27;daily;9775820
MOD;Modine Manufacturing Co. (MOD) Prices and Trading Volume;1990-03-26;2018-03-27;daily;11099281
MODN;Model N Inc (MODN) Prices and Trading Volume;2013-03-20;2018-03-27;daily;11099278
MOFG;MidWestOne Financial Group Inc. (MOFG) Prices and Trading Volume;2008-01-29;2018-03-27;daily;11099151
MOH;Molina Healthcare Inc. (MOH) Prices and Trading Volume;2003-07-02;2018-03-27;daily;11099288
MON;Monsanto Co. (MON) Prices and Trading Volume;2000-10-18;2018-03-27;daily;9775821
MORN;Morningstar Inc (MORN) Prices and Trading Volume;2005-05-03;2018-03-27;daily;11099734
MOS;Mosaic Company (The) (MOS) Prices and Trading Volume;1988-01-26;2018-03-27;daily;9775822
MOV;Movado Group Inc. (MOV) Prices and Trading Volume;1993-09-30;2018-03-27;daily;11099899
MOVE;Move Inc. (MOVE) Prices and Trading Volume;1999-08-05;2014-11-13;daily;11099900
MPAA;Motorcar Parts  of America Inc. (MPAA) Prices and Trading Volume;1994-03-23;2018-03-27;daily;11099813
MPC;Marathon Petroleum Corp. (MPC) Prices and Trading Volume;2011-06-24;2018-03-27;daily;9775823
MPO;Midstates Petroleum Co Inc (MPO) Prices and Trading Volume;2012-04-20;2018-03-27;daily;11099147
MPW;Medical Properties Trust (MPW) Prices and Trading Volume;2005-07-08;2018-03-27;daily;11251527
MPWR;Monolithic Power Systems Inc (MPWR) Prices and Trading Volume;2004-11-19;2018-03-27;daily;11099467
MPX;Marine Products Corp. (MPX) Prices and Trading Volume;2001-03-01;2018-03-27;daily;11098757
MRC;MRC Global (MRC) Prices and Trading Volume;2012-04-12;2018-03-27;daily;11100017
MRCY;Mercury Systems Inc (MRCY) Prices and Trading Volume;1998-01-30;2018-03-27;daily;11099020
MRGE;Merge Healthcare Inc (MRGE) Prices and Trading Volume;1998-05-07;2015-10-13;daily;11099023
MRH;Montpelier Re Holdings Ltd. (MRH) Prices and Trading Volume;2002-10-10;2015-07-31;daily;11099570
MRIN;Marin Software Inc (MRIN) Prices and Trading Volume;2013-03-22;2018-03-27;daily;11098754
MRK;Merck & Co. Inc (MRK) Prices and Trading Volume;1970-01-02;2018-03-27;daily;9775824
MRLN;Marlin Business Services Corp (MRLN) Prices and Trading Volume;2003-11-12;2018-03-27;daily;11098771
MRO;Marathon Oil Corp. (MRO) Prices and Trading Volume;1970-01-02;2018-03-27;daily;9775825
MRTN;Marten Transport Ltd. (MRTN) Prices and Trading Volume;1992-02-26;2018-03-27;daily;11098782
MRTX;Mirati Therapeutics Inc (MRTX) Prices and Trading Volume;2013-07-15;2018-03-27;daily;11099211
MRVL;Marvell Technology Group Ltd. (MRVL) Prices and Trading Volume;2000-06-30;2018-03-27;daily;11098788
MS;Morgan Stanley (MS) Prices and Trading Volume;1993-02-23;2018-03-27;daily;9775826
